sFileNumber,vOffice,vCoverageType,vState,vProduct,vTransaction,nLoanAmount,nLienAmounts,nEquity,nLiens,nActions,nAuditEntries,nTotalExceptions,nTotalNotes,oCancelled,oNumDays
2301-200432,1,3860,OH,Title and Escrow,Reverse Mortgage,"75,000.00",0.00,"75,000.00",0.00,69.00,669.00,21.00,22.00,1.00,45.00
2301-200433,1,3863,CA,Title and Escrow,Reverse Mortgage,"72,659.46","120,000.00","-47,340.54",1.00,72.00,"1,291.00",16.00,31.00,0.00,26.00
2301-200434,1,3863,CA,Title and Escrow,Reverse Mortgage,"151,000.00",0.00,"151,000.00",0.00,47.00,400.00,18.00,4.00,1.00,45.00
17-500767,2,3863,CA,LCP - Title Only,Refinance,"16,000.00","261,000.00","-245,000.00",1.00,50.00,715.00,4.00,17.00,0.00,35.00
17-500768,2,3863,CA,LCP - Title Only,Refinance,"50,000.00","389,460.00","-339,460.00",1.00,45.00,670.00,5.00,19.00,0.00,63.00
17-500769,2,3860,CA,Title Only,Refinance,"43,000.00","60,000.00","-17,000.00",1.00,55.00,"1,037.00",18.00,33.00,0.00,29.00
17-500770,2,3863,CA,Title Only,Refinance,"130,000.00",0.00,"130,000.00",0.00,31.00,431.00,19.00,3.00,1.00,45.00
17-500771,2,3863,CA,Title & Sub-Escrow,Refinance,"320,000.00","372,000.00","-52,000.00",2.00,35.00,369.00,20.00,3.00,1.00,45.00
2301-200436,1,3860,CO,Title and Escrow,Reverse Mortgage,"170,700.00",0.00,"170,700.00",0.00,91.00,"1,820.00",19.00,48.00,0.00,28.00
17-500772,2,3863,CA,Title & Sub-Escrow,Refinance,"215,100.00","275,500.00","-60,400.00",2.00,69.00,964.00,20.00,24.00,0.00,70.00
17-500773,2,3863,CA,Title & Sub-Escrow,Refinance,"379,500.00","388,000.00","-8,500.00",1.00,104.00,"1,592.00",19.00,42.00,0.00,84.00
2301-200437,1,3863,FL,Title Only,Reverse Mortgage,"95,000.00","50,500.00","44,500.00",1.00,38.00,447.00,32.00,6.00,1.00,45.00
17-500774,2,3863,CA,LCP - Title Only,Refinance,"75,000.00","203,741.00","-128,741.00",1.00,49.00,711.00,4.00,17.00,0.00,36.00
2301-200440,1,3860,MI,Title Only,Reverse Mortgage,"49,000.00","10,200.00","38,800.00",1.00,40.00,417.00,21.00,7.00,1.00,45.00
17-500775,2,3863,CA,LCP & Sub-Escrow,Refinance,"50,000.00","224,000.00","-174,000.00",1.00,49.00,513.00,4.00,10.00,1.00,45.00
17-500776,2,3863,CA,Title & Full Escrow,Refinance,"162,000.00","204,500.00","-42,500.00",2.00,76.00,"1,154.00",20.00,26.00,0.00,33.00
2301-200444,1,3863,CA,Title and Escrow,Reverse Mortgage,"265,080.00",0.00,"265,080.00",0.00,86.00,"1,387.00",16.00,37.00,0.00,41.00
2301-200445,1,3860,SC,Title and Escrow,Reverse Mortgage,"80,000.00",0.00,"80,000.00",0.00,58.00,767.00,19.00,21.00,1.00,45.00
17-500777,2,3863,CA,Title & Full Escrow,Refinance,"55,000.00","29,700.00","25,300.00",1.00,46.00,432.00,19.00,4.00,1.00,45.00
2301-200446,1,3860,LA,Title and Escrow,Reverse Mortgage,"90,000.00",0.00,"90,000.00",0.00,53.00,438.00,18.00,7.00,1.00,45.00
2301-200447,1,3860,LA,Title and Escrow,Reverse Mortgage,"115,000.00","56,100.00","58,900.00",1.00,53.00,520.00,20.00,10.00,1.00,45.00
2301-200448,1,3863,CA,Title and Escrow,Reverse Mortgage,"334,642.50","402,161.54","-67,519.04",5.00,81.00,"1,925.00",23.00,72.00,0.00,60.00
2301-200449,1,3860,MD,Title and Escrow,Reverse Mortgage,"161,424.00","20,275.30","141,148.70",1.00,94.00,"1,403.00",19.00,51.00,0.00,60.00
17-500778,2,3863,CA,LCP - Title Only,Refinance,"44,969.00","558,401.00","-513,432.00",3.00,47.00,732.00,8.00,16.00,0.00,49.00
17-500779,2,3863,CA,LCP - Title Only,Refinance,"50,000.00","532,356.00","-482,356.00",1.00,47.00,692.00,4.00,11.00,0.00,39.00
17-500780,2,3863,CA,Title Only,Refinance,"250,000.00","310,100.00","-60,100.00",2.00,37.00,552.00,22.00,4.00,1.00,45.00
17-500781,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),"100,000.00","285,900.00","-185,900.00",1.00,59.00,718.00,4.00,25.00,0.00,40.00
17-500782,2,3863,CA,Title & Sub-Escrow,Refinance,"186,000.00","175,750.00","10,250.00",1.00,34.00,367.00,18.00,4.00,1.00,45.00
2301-200450,1,3860,ME,Title and Escrow,Reverse Mortgage,"98,923.00","55,000.00","43,923.00",1.00,85.00,"1,553.00",19.00,46.00,0.00,31.00
17-500783,2,3860,GA,Title Only,Refinance,"87,963.00","89,514.00","-1,551.00",1.00,66.00,998.00,22.00,24.00,0.00,53.00
2301-200451,1,3860,MO,Title and Escrow,Reverse Mortgage,"130,410.00","60,000.00","70,410.00",1.00,77.00,"1,200.00",22.00,36.00,0.00,70.00
17-500786,2,3863,CA,Title Only,Refinance,"534,000.00","468,306.56","65,693.44",1.00,71.00,828.00,18.00,31.00,0.00,56.00
17-500789,2,3860,CA,Title Only,Refinance,"286,750.00","470,000.00","-183,250.00",2.00,54.00,809.00,21.00,30.00,0.00,53.00
17-500790,2,3863,CA,Title Only,Refinance,"151,000.00","135,838.00","15,162.00",1.00,62.00,728.00,18.00,24.00,0.00,42.00
2301-200452,1,3863,CA,Title and Escrow,Reverse Mortgage,"360,000.00",0.00,"360,000.00",0.00,58.00,517.00,16.00,9.00,1.00,45.00
17-500791,2,3863,CA,Title & Sub-Escrow,Refinance,"276,000.00","560,000.00","-284,000.00",2.00,57.00,811.00,21.00,17.00,0.00,39.00
17-500792,2,3863,CA,Title Only,Refinance,"341,000.00","357,200.00","-16,200.00",2.00,33.00,419.00,20.00,7.00,1.00,45.00
17-500793,2,3863,CA,Title Only,Refinance,"458,500.00","474,887.00","-16,387.00",1.00,32.00,373.00,18.00,4.00,1.00,45.00
17-500794,2,3863,CA,Reverse Mortgage - Title Only,Refinance,"625,500.00","150,000.00","475,500.00",1.00,52.00,737.00,18.00,20.00,0.00,32.00
17-500795,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),"625,500.00","100,000.00","525,500.00",1.00,27.00,321.00,8.00,4.00,0.00,189.00
17-500796,2,3863,CA,Title & Sub-Escrow,Refinance,"89,000.00","215,200.00","-126,200.00",2.00,76.00,"1,090.00",20.00,26.00,0.00,182.00
17-500797,2,3860,UT,Title & Sub-Escrow,Refinance,"217,000.00","201,000.00","16,000.00",2.00,68.00,"1,215.00",28.00,37.00,0.00,55.00
17-500798,2,3860,UT,Title & Sub-Escrow,Refinance,"130,000.00","100,000.00","30,000.00",1.00,63.00,"1,064.00",24.00,29.00,0.00,47.00
17-500799,2,3860,UT,Title & Sub-Escrow,Refinance,"120,000.00","168,000.00","-48,000.00",2.00,34.00,446.00,24.00,5.00,1.00,45.00
17-500800,2,3863,CA,Title & Full Escrow,Refinance,"117,000.00","114,000.00","3,000.00",1.00,76.00,"1,164.00",18.00,30.00,0.00,61.00
17-500801,2,3863,CA,LCP & Sub-Escrow,Refinance,"30,000.00","360,000.00","-330,000.00",1.00,57.00,914.00,6.00,14.00,0.00,94.00
17-500802,2,3863,CA,Title Only,Refinance,"50,000.00",0.00,"50,000.00",0.00,51.00,709.00,20.00,24.00,0.00,28.00
2301-200454,1,3863,FL,Title and Escrow,Reverse Mortgage,"36,000.00","130,000.00","-94,000.00",1.00,87.00,"1,387.00",31.00,32.00,0.00,34.00
17-500803,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),"100,000.00","280,000.00","-180,000.00",1.00,43.00,570.00,5.00,10.00,0.00,33.00
17-500804,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),"10,000.00","201,850.00","-191,850.00",2.00,43.00,573.00,8.00,17.00,0.00,35.00
17-500805,2,3863,CA,Title Only,Refinance,"242,334.00","252,747.00","-10,413.00",1.00,71.00,949.00,18.00,29.00,0.00,74.00
17-500806,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),"187,450.00","417,000.00","-229,550.00",1.00,43.00,564.00,5.00,10.00,0.00,35.00
2301-200455,1,3863,NV,Title and Escrow,Reverse Mortgage,"64,467.00",0.00,"64,467.00",0.00,83.00,"1,251.00",17.00,37.00,0.00,53.00
17-500807,2,3860,WI,Title Only,Refinance,"59,200.00","59,919.00",-719.00,2.00,41.00,699.00,24.00,8.00,1.00,45.00
17-500808,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),"150,000.00","1,045,000.00","-895,000.00",3.00,42.00,553.00,6.00,13.00,0.00,31.00
2301-200456,1,3860,NY,Title and Escrow,Reverse Mortgage,"650,000.00","594,250.66","55,749.34",6.00,61.00,914.00,29.00,25.00,1.00,45.00
17-500809,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),"69,100.00","312,850.00","-243,750.00",1.00,48.00,567.00,4.00,9.00,0.00,33.00
17-500810,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),"43,450.00","400,000.00","-356,550.00",1.00,40.00,613.00,5.00,11.00,0.00,75.00
17-500812,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),"150,000.00","650,000.00","-500,000.00",1.00,28.00,320.00,4.00,4.00,0.00,189.00
2301-200457,1,3863,CA,Title and Escrow,Reverse Mortgage,"384,682.50",0.00,"384,682.50",0.00,82.00,"1,287.00",18.00,38.00,0.00,52.00
17-500813,2,3863,CA,LCP - Title Only,Refinance,"23,504.00","153,000.00","-129,496.00",2.00,51.00,691.00,6.00,17.00,0.00,35.00
17-500814,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),"562,000.00","805,000.00","-243,000.00",1.00,27.00,342.00,9.00,4.00,0.00,189.00
2301-200458,1,3863,CA,Title and Escrow,Reverse Mortgage,"234,000.00","87,500.00","146,500.00",1.00,86.00,"1,343.00",18.00,40.00,0.00,31.00
17-500816,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),"68,000.00","314,000.00","-246,000.00",1.00,41.00,555.00,4.00,13.00,0.00,53.00
17-500817,2,3863,CA,LCP - Title Only,Refinance,100.00,"2,462.50","-2,362.50",5.00,33.00,400.00,13.00,7.00,1.00,45.00
17-500818,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),"250,000.00","1,087,500.00","-837,500.00",1.00,42.00,556.00,4.00,12.00,0.00,48.00
17-500819,2,3863,CA,LCP - Title Only,Refinance,100.00,"45,000.00","-44,900.00",1.00,35.00,429.00,5.00,8.00,0.00,214.00
17-500820,2,3863,CA,LCP - Title Only,Refinance,100.00,"503,743.98","-503,643.98",3.00,32.00,373.00,7.00,4.00,0.00,214.00
17-500821,2,3863,CA,LCP - Title Only,Refinance,100.00,"30,000.00","-29,900.00",1.00,33.00,356.00,7.00,5.00,0.00,214.00
17-500822,2,3863,CA,LCP & Sub-Escrow,Refinance,"40,000.00","452,000.00","-412,000.00",1.00,60.00,877.00,4.00,17.00,0.00,28.00
17-500823,2,3863,CA,Title & Full Escrow,Refinance,"100,000.00","249,000.00","-149,000.00",1.00,47.00,415.00,18.00,4.00,1.00,45.00
17-500824,2,3863,CA,Title Only,Refinance,"79,000.00","165,000.00","-86,000.00",1.00,42.00,642.00,19.00,22.00,0.00,28.00
17-500825,2,3863,CA,LCP - Title Only,Refinance,"125,000.00",0.00,"125,000.00",0.00,48.00,642.00,5.00,19.00,0.00,21.00
17-500826,2,3863,CA,Title Only,Refinance,"261,470.00","300,000.00","-38,530.00",1.00,62.00,742.00,18.00,23.00,1.00,45.00
2301-200459,1,3863,TX,Title and Escrow,Reverse Mortgage,"198,528.00","143,059.31","55,468.69",2.00,86.00,"1,833.00",9.00,60.00,0.00,38.00
17-500827,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),"10,000.00","2,838,444.86","-2,828,444.86",5.00,28.00,354.00,16.00,8.00,0.00,189.00
17-500828,2,3860,NJ,Title & Sub-Escrow,Refinance,"349,377.00","381,000.00","-31,623.00",2.00,38.00,468.00,12.00,7.00,1.00,45.00
17-500829,2,3863,NV,Title & Sub-Escrow,Refinance,"488,000.00","675,000.00","-187,000.00",1.00,77.00,871.00,19.00,24.00,0.00,39.00
17-500830,2,3863,CA,Title Only,Refinance,"200,000.00","705,000.00","-505,000.00",1.00,46.00,641.00,20.00,17.00,0.00,24.00
2301-200460,1,3863,CA,Title and Escrow,Reverse Mortgage,"412,830.00",0.00,"412,830.00",0.00,81.00,"1,591.00",16.00,59.00,0.00,27.00
2301-200462,1,3860,NJ,Title and Escrow,Reverse Mortgage,"180,000.00",0.00,"180,000.00",0.00,84.00,"1,130.00",11.00,37.00,1.00,45.00
17-500833,2,3863,FL,Title & Full Escrow,Refinance,"197,583.00","199,600.00","-2,017.00",1.00,92.00,"1,303.00",33.00,27.00,0.00,91.00
2301-200463,1,3860,VA,Title and Escrow,Reverse Mortgage,"200,000.00","90,000.00","110,000.00",1.00,61.00,539.00,23.00,20.00,1.00,45.00
17-500836,2,3860,CO,Title & Full Escrow,Refinance,"220,000.00","227,551.00","-7,551.00",2.00,73.00,998.00,22.00,15.00,0.00,61.00
17-500837,2,3860,KS,Reverse Mortgage - Title & Sub-Escrow,Refinance,"60,000.00","25,329.91","34,670.09",6.00,31.00,496.00,25.00,6.00,1.00,45.00
17-500840,2,3863,CA,Title & Full Escrow,Refinance,"202,000.00","230,000.00","-28,000.00",1.00,89.00,"1,066.00",17.00,23.00,0.00,38.00
2301-200465,1,3863,TX,Title and Escrow,Reverse Mortgage,"70,794.00","27,849.00","42,945.00",1.00,98.00,"1,927.00",5.00,57.00,0.00,35.00
17-500841,2,3863,NV,Title & Full Escrow,Refinance,"155,000.00","164,549.00","-9,549.00",1.00,73.00,968.00,20.00,18.00,0.00,41.00
17-500842,2,3863,CA,Title Only,Refinance,"262,382.00","247,487.00","14,895.00",1.00,58.00,797.00,18.00,23.00,0.00,59.00
17-500843,2,3860,UT,Title & Full Escrow,Refinance,"151,700.00","155,989.00","-4,289.00",1.00,71.00,"1,048.00",22.00,22.00,0.00,61.00
17-500844,2,3863,CA,Title & Full Escrow,Refinance,"160,000.00","175,100.00","-15,100.00",2.00,70.00,950.00,19.00,17.00,0.00,38.00
17-500845,2,3860,CA,Title Only,Refinance,"320,300.00","534,214.00","-213,914.00",2.00,29.00,425.00,25.00,5.00,1.00,45.00
2301-200467,1,3860,MS,Title and Escrow,Reverse Mortgage,"95,000.00",0.00,"95,000.00",0.00,51.00,442.00,18.00,8.00,1.00,45.00
2301-200468,1,3860,LA,Title and Escrow,Reverse Mortgage,"51,000.00","100,000.00","-49,000.00",2.00,63.00,650.00,20.00,16.00,1.00,45.00
17-500846,2,3863,CA,LCP - Title Only,Refinance,"75,000.00","500,000.00","-425,000.00",1.00,35.00,412.00,4.00,6.00,1.00,45.00
17-500847,2,3860,UT,Title & Sub-Escrow,Refinance,"96,714.00","160,622.00","-63,908.00",2.00,65.00,"1,400.00",24.00,43.00,0.00,74.00
17-500848,2,3863,CA,LCP - Title Only,Refinance,"75,000.00","155,000.00","-80,000.00",1.00,55.00,813.00,4.00,12.00,0.00,49.00
17-500851,2,3863,CA,LCP & Sub-Escrow,Refinance,"20,000.00","79,532.00","-59,532.00",1.00,67.00,"1,214.00",5.00,13.00,0.00,94.00
2301-200469,1,3860,PA,Title and Escrow,Reverse Mortgage,"196,000.00",0.00,"196,000.00",0.00,54.00,520.00,1.00,11.00,1.00,45.00
17-500852,2,3863,CA,LCP - Title Only,Refinance,"24,500.00","413,600.00","-389,100.00",1.00,43.00,706.00,4.00,9.00,0.00,49.00
2301-200470,1,3863,CA,Title and Escrow,Reverse Mortgage,"222,680.00","62,500.00","160,180.00",1.00,80.00,"1,421.00",18.00,51.00,0.00,34.00
17-500853,2,3863,CA,Title Only,Refinance,"196,000.00",0.00,"196,000.00",0.00,41.00,526.00,20.00,11.00,1.00,45.00
17-500854,2,3860,CA,Property Report / O&E - Title Only,Uninsured (Info Products),"95,300.00","60,000.00","35,300.00",1.00,38.00,619.00,6.00,12.00,0.00,21.00
2301-200472,1,3860,NY,Title and Escrow,Reverse Mortgage,"373,423.00","55,000.00","318,423.00",1.00,85.00,"1,526.00",17.00,46.00,0.00,42.00
17-500855,2,3863,CA,Title Only,Refinance,"210,000.00",0.00,"210,000.00",0.00,58.00,815.00,20.00,28.00,0.00,53.00
17-500856,2,3863,CA,Title & Sub-Escrow,Refinance,"50,000.00","76,000.00","-26,000.00",3.00,56.00,824.00,22.00,14.00,1.00,45.00
2301-200473,1,3863,NV,Title and Escrow,Reverse Mortgage,"81,900.00",112.59,"81,787.41",1.00,140.00,"3,344.00",35.00,88.00,0.00,158.00
17-500857,2,3863,CA,Title & Sub-Escrow,Refinance,"245,337.00","183,770.00","61,567.00",1.00,67.00,989.00,18.00,29.00,0.00,28.00
2301-200474,1,3863,CA,Title and Escrow,Reverse Mortgage,"353,407.50","250,000.00","103,407.50",1.00,89.00,"1,427.00",18.00,58.00,0.00,40.00
17-500858,2,3863,CA,Title & Full Escrow,Refinance,"450,000.00","414,400.00","35,600.00",1.00,51.00,384.00,17.00,4.00,1.00,45.00
17-500859,2,3863,CA,Title & Full Escrow,Refinance,"432,000.00","413,750.00","18,250.00",2.00,46.00,409.00,19.00,4.00,1.00,45.00
17-500860,2,3863,CA,LCP & Sub-Escrow,Refinance,"250,000.00","655,000.00","-405,000.00",2.00,43.00,511.00,7.00,9.00,1.00,45.00
17-500861,2,3863,CA,Title & Full Escrow,Refinance,"87,500.00","55,384.00","32,116.00",1.00,46.00,449.00,21.00,5.00,1.00,45.00
17-500862,2,3863,CA,Title & Sub-Escrow,Refinance,"329,000.00","337,250.00","-8,250.00",1.00,36.00,382.00,18.00,3.00,1.00,45.00
17-500864,2,3860,MS,Reverse Mortgage - Title & Sub-Escrow,Refinance,"70,000.00",0.00,"70,000.00",0.00,38.00,466.00,23.00,9.00,1.00,45.00
17-500865,2,3863,CA,Title & Sub-Escrow,Refinance,"105,000.00","180,000.00","-75,000.00",1.00,85.00,"1,511.00",19.00,31.00,0.00,59.00
2301-200477,1,3863,CA,Title and Escrow,Reverse Mortgage,"75,600.00",0.00,"75,600.00",0.00,111.00,"1,688.00",16.00,52.00,0.00,24.00
2301-200478,1,3863,FL,Title and Escrow,Reverse Mortgage,"56,000.00","57,607.00","-1,607.00",3.00,68.00,990.00,32.00,34.00,1.00,45.00
17-500866,2,3863,CA,Title Only,Refinance,"16,840.00","170,600.00","-153,760.00",1.00,59.00,795.00,19.00,19.00,0.00,40.00
2301-200480,1,3863,TX,Title and Escrow,Reverse Mortgage,"66,000.00",0.00,"66,000.00",0.00,77.00,843.00,4.00,17.00,1.00,45.00
17-500867,2,3863,CA,LCP & Sub-Escrow,Refinance,"75,000.00","177,000.00","-102,000.00",1.00,61.00,833.00,4.00,12.00,0.00,94.00
17-500868,2,3860,CA,Title Only,Refinance,"150,000.00","283,000.00","-133,000.00",2.00,47.00,703.00,22.00,22.00,0.00,48.00
17-500869,2,3863,CA,Title & Sub-Escrow,Refinance,"70,000.00","57,600.00","12,400.00",1.00,64.00,"1,096.00",18.00,24.00,0.00,28.00
17-500870,2,3863,CA,LCP - Title Only,Refinance,"13,340.00","164,000.00","-150,660.00",1.00,48.00,705.00,4.00,20.00,0.00,40.00
17-500871,2,3863,CA,Title & Full Escrow,Refinance,"110,000.00","135,130.00","-25,130.00",2.00,76.00,"1,164.00",19.00,25.00,0.00,26.00
17-500872,2,3863,CA,LCP - Title Only,Refinance,"75,000.00","188,000.00","-113,000.00",1.00,50.00,652.00,4.00,14.00,1.00,45.00
2301-200482,1,3860,MD,Title and Escrow,Reverse Mortgage,"258,970.00","237,000.00","21,970.00",1.00,98.00,"1,753.00",19.00,67.00,0.00,96.00
17-500873,2,3863,CA,Title Only,Refinance,"489,728.00","487,255.00","2,473.00",1.00,61.00,793.00,19.00,31.00,0.00,42.00
17-500874,2,3863,CA,Title Only,Refinance,"223,128.00","203,000.00","20,128.00",2.00,75.00,907.00,22.00,29.00,0.00,52.00
17-500875,2,3863,CA,Title & Sub-Escrow,Refinance,"44,000.00",0.00,"44,000.00",0.00,63.00,987.00,18.00,26.00,0.00,53.00
17-500876,2,3863,CA,Title & Sub-Escrow,Refinance,"262,400.00","280,155.00","-17,755.00",1.00,61.00,"1,020.00",19.00,21.00,0.00,60.00
17-500877,2,3860,UT,Title & Sub-Escrow,Refinance,"121,000.00","114,000.00","7,000.00",1.00,36.00,424.00,22.00,5.00,1.00,45.00
17-500878,2,3860,UT,TSG - Trustee Sale Guarantee,TSG,"267,173.83","325,000.00","-57,826.17",2.00,35.00,588.00,18.00,16.00,0.00,91.00
17-500879,2,3860,UT,TSG - Trustee Sale Guarantee,TSG,"82,908.94","104,150.23","-21,241.29",2.00,31.00,625.00,13.00,17.00,0.00,91.00
17-500880,2,3860,UT,TSG - Trustee Sale Guarantee,TSG,"104,401.56","111,660.00","-7,258.44",1.00,23.00,557.00,10.00,13.00,0.00,91.00
17-500881,2,3860,UT,TSG - Trustee Sale Guarantee,TSG,"41,133.12","87,027.73","-45,894.61",6.00,31.00,647.00,24.00,14.00,0.00,91.00
17-500882,2,3860,UT,TSG - Trustee Sale Guarantee,TSG,"152,407.17","147,366.13","5,041.04",2.00,37.00,651.00,15.00,14.00,0.00,91.00
17-500883,2,3860,NC,Title & Sub-Escrow,Refinance,"81,300.00","84,000.00","-2,700.00",1.00,58.00,925.00,21.00,23.00,0.00,37.00
17-500885,2,3860,WI,Title Only,Refinance,"89,576.00","137,215.09","-47,639.09",2.00,86.00,"1,234.00",26.00,40.00,0.00,105.00
2301-200484,1,3860,IL,Title and Escrow,Reverse Mortgage,"31,000.00","15,102.02","15,897.98",2.00,58.00,673.00,21.00,13.00,1.00,45.00
17-500886,2,3863,CA,Title Only,Refinance,"161,273.00","190,771.00","-29,498.00",1.00,56.00,559.00,19.00,18.00,1.00,45.00
2301-200485,1,3860,NY,Title and Escrow,Reverse Mortgage,"258,000.00","170,000.00","88,000.00",1.00,77.00,"1,303.00",19.00,31.00,0.00,35.00
17-500887,2,3863,NV,Property Report / O&E - Title Only,Uninsured (Info Products),"44,400.00","241,864.00","-197,464.00",1.00,44.00,753.00,3.00,11.00,0.00,21.00
17-500888,2,3863,CA,Title & Sub-Escrow,Refinance,"168,750.00",0.00,"168,750.00",0.00,75.00,"1,066.00",20.00,34.00,0.00,52.00
17-500889,2,3860,CA,TSG - Trustee Sale Guarantee,TSG,"178,151.83","431,802.81","-253,650.98",9.00,17.00,470.00,19.00,4.00,0.00,91.00
17-500890,2,3860,UT,Title & Sub-Escrow,Refinance,"222,000.00","236,000.00","-14,000.00",1.00,58.00,894.00,23.00,24.00,0.00,44.00
17-500891,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,"407,947.82","692,802.15","-284,854.33",5.00,14.00,403.00,14.00,4.00,0.00,91.00
17-500892,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,"301,488.46",0.00,"301,488.46",0.00,13.00,263.00,0.00,5.00,1.00,45.00
17-500893,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,"207,407.74","490,000.00","-282,592.26",2.00,14.00,441.00,20.00,5.00,0.00,91.00
17-500894,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,"222,609.54","230,500.00","-7,890.46",1.00,30.00,611.00,15.00,10.00,0.00,91.00
17-500895,2,3863,CA,Title & Full Escrow,Refinance,"180,000.00","230,000.00","-50,000.00",1.00,64.00,"1,052.00",19.00,21.00,0.00,38.00
17-500896,2,3863,CA,Title & Full Escrow,Refinance,"175,500.00","250,900.00","-75,400.00",2.00,55.00,612.00,20.00,11.00,1.00,45.00
2301-200486,1,3860,MI,Title and Escrow,Reverse Mortgage,"45,000.00",0.00,"45,000.00",0.00,59.00,768.00,21.00,15.00,1.00,45.00
17-500899,2,3863,CA,LCP - Title Only,Refinance,"25,000.00",0.00,"25,000.00",0.00,46.00,657.00,4.00,8.00,0.00,45.00
17-500900,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),"250,000.00",0.00,"250,000.00",0.00,15.00,217.00,0.00,5.00,1.00,45.00
17-500901,2,3863,CA,Title Only,Refinance,"660,000.00","697,000.00","-37,000.00",2.00,39.00,491.00,20.00,11.00,1.00,45.00
17-500903,2,3863,CA,LCP - Title Only,Refinance,"20,000.00","169,285.00","-149,285.00",1.00,35.00,378.00,4.00,6.00,1.00,45.00
17-500904,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),"200,000.00","1,025,000.00","-825,000.00",1.00,44.00,685.00,4.00,19.00,0.00,57.00
17-500906,2,3863,CA,LCP & Sub-Escrow,Refinance,"60,000.00","666,000.00","-606,000.00",2.00,73.00,"1,049.00",6.00,19.00,0.00,36.00
2301-200488,1,3860,NJ,Title and Escrow,Reverse Mortgage,"102,600.00","35,000.00","67,600.00",1.00,83.00,"1,517.00",11.00,38.00,0.00,29.00
17-500907,2,3863,CA,LCP - Title Only,Refinance,"20,000.00","235,670.00","-215,670.00",1.00,35.00,380.00,5.00,6.00,1.00,45.00
2301-200489,1,3860,DC,Title and Escrow,Reverse Mortgage,"376,860.00","448,000.00","-71,140.00",1.00,93.00,"1,736.00",19.00,72.00,0.00,60.00
17-500908,2,3863,CA,LCP - Title Only,Refinance,"75,000.00",283.68,"74,716.32",1.00,35.00,382.00,5.00,5.00,1.00,45.00
17-500909,2,3863,AZ,Property Report / O&E - Title Only,Uninsured (Info Products),1.00,0.00,1.00,0.00,23.00,238.00,0.00,9.00,1.00,45.00
17-500910,2,3860,ID,Property Report / O&E - Title Only,Uninsured (Info Products),"27,000.00","120,000.00","-93,000.00",1.00,27.00,323.00,4.00,6.00,0.00,186.00
